,AppName,Company,StarRating,TotalReviews,TotalDownloads,ContainsAds,Editors,RatedAgeGroup,Category,Score(Avg),TopFeatures
0,Poster Maker Flyer Maker,Photo Studio & Picture Editor Lab,4.5,69600,1000000,yes,no,>3 years,Arts&design,4.5514,"('urdu designer', 356), ('logo maker', 171), ('graphic design',117), ('full version', 85), ('user friendly', 71), ('digital art', 69),  ('floor plan', 59), ('pro version', 56), ('poster maker', 45), ('paint bucket', 44), ('color palette', 40), ('brand maker', 40), ('sketchbook pro', 39), ('visual master', 36),  ('logo design', 35), ('picture color', 31), ('sludge tool', 26), ('text tool', 27), ('photo editing', 23), ('adobe express', 23), ('professional logo', 22), ('text art', 21), ('canvas lynch', 19), ('home design', 19), ('infinite canvas', 17), ('picture premium', 17), ('beautiful template', 14), ('intuitive interface', 14), ('house plan', 12), ('free version', 12), ('business logo', 10), ('premium version', 10), ('layer mask', 9), ('coral draw', 8), ('ibis paint', 8), ('ios version', 6), ('flyer maker', 6), ('write poetry', 5),  ('vector base', 4), ('flipaclip share', 4), ('text editor', 4), ('magic erase', 2), ('word express', 2)"
1,Urdu Designer Urdu Post Maker,fida.pk,4.6,18300,1000000,yes,no,>3 years,Arts&design,4.7173,"('urdu designer', 356), ('logo maker', 171), ('graphic design',117), ('full version', 85), ('user friendly', 71), ('digital art', 69),  ('floor plan', 59), ('pro version', 56), ('poster maker', 45), ('paint bucket', 44), ('color palette', 40), ('brand maker', 40), ('sketchbook pro', 39), ('visual master', 36),  ('logo design', 35), ('picture color', 31), ('sludge tool', 26), ('text tool', 27), ('photo editing', 23), ('adobe express', 23), ('professional logo', 22), ('text art', 21), ('canvas lynch', 19), ('home design', 19), ('infinite canvas', 17), ('picture premium', 17), ('beautiful template', 14), ('intuitive interface', 14), ('house plan', 12), ('free version', 12), ('business logo', 10), ('premium version', 10), ('layer mask', 9), ('coral draw', 8), ('ibis paint', 8), ('ios version', 6), ('flyer maker', 6), ('write poetry', 5),  ('vector base', 4), ('flipaclip share', 4), ('text editor', 4), ('magic erase', 2), ('word express', 2)"
2,Graphic Design Templates,Video Marketing Apps,4.6,9350,500000,yes,no,>3 years,Arts&design,4.488,"('urdu designer', 356), ('logo maker', 171), ('graphic design',117), ('full version', 85), ('user friendly', 71), ('digital art', 69),  ('floor plan', 59), ('pro version', 56), ('poster maker', 45), ('paint bucket', 44), ('color palette', 40), ('brand maker', 40), ('sketchbook pro', 39), ('visual master', 36),  ('logo design', 35), ('picture color', 31), ('sludge tool', 26), ('text tool', 27), ('photo editing', 23), ('adobe express', 23), ('professional logo', 22), ('text art', 21), ('canvas lynch', 19), ('home design', 19), ('infinite canvas', 17), ('picture premium', 17), ('beautiful template', 14), ('intuitive interface', 14), ('house plan', 12), ('free version', 12), ('business logo', 10), ('premium version', 10), ('layer mask', 9), ('coral draw', 8), ('ibis paint', 8), ('ios version', 6), ('flyer maker', 6), ('write poetry', 5),  ('vector base', 4), ('flipaclip share', 4), ('text editor', 4), ('magic erase', 2), ('word express', 2)"
3,Imagitor  - Urdu Design,BooleanBites Ltd,4.4,8130,500000,yes,no,>3 years,Arts&design,4.6229,"('urdu designer', 356), ('logo maker', 171), ('graphic design',117), ('full version', 85), ('user friendly', 71), ('digital art', 69),  ('floor plan', 59), ('pro version', 56), ('poster maker', 45), ('paint bucket', 44), ('color palette', 40), ('brand maker', 40), ('sketchbook pro', 39), ('visual master', 36),  ('logo design', 35), ('picture color', 31), ('sludge tool', 26), ('text tool', 27), ('photo editing', 23), ('adobe express', 23), ('professional logo', 22), ('text art', 21), ('canvas lynch', 19), ('home design', 19), ('infinite canvas', 17), ('picture premium', 17), ('beautiful template', 14), ('intuitive interface', 14), ('house plan', 12), ('free version', 12), ('business logo', 10), ('premium version', 10), ('layer mask', 9), ('coral draw', 8), ('ibis paint', 8), ('ios version', 6), ('flyer maker', 6), ('write poetry', 5),  ('vector base', 4), ('flipaclip share', 4), ('text editor', 4), ('magic erase', 2), ('word express', 2)"
4,Text Art: Quote & Poster Maker,Image Crop n Wallpaer Changer,4.4,11000,1000000,yes,no,>3 years,Arts&design,4.5442,"('urdu designer', 356), ('logo maker', 171), ('graphic design',117), ('full version', 85), ('user friendly', 71), ('digital art', 69),  ('floor plan', 59), ('pro version', 56), ('poster maker', 45), ('paint bucket', 44), ('color palette', 40), ('brand maker', 40), ('sketchbook pro', 39), ('visual master', 36),  ('logo design', 35), ('picture color', 31), ('sludge tool', 26), ('text tool', 27), ('photo editing', 23), ('adobe express', 23), ('professional logo', 22), ('text art', 21), ('canvas lynch', 19), ('home design', 19), ('infinite canvas', 17), ('picture premium', 17), ('beautiful template', 14), ('intuitive interface', 14), ('house plan', 12), ('free version', 12), ('business logo', 10), ('premium version', 10), ('layer mask', 9), ('coral draw', 8), ('ibis paint', 8), ('ios version', 6), ('flyer maker', 6), ('write poetry', 5),  ('vector base', 4), ('flipaclip share', 4), ('text editor', 4), ('magic erase', 2), ('word express', 2)"
5,Logo Maker: Logo Creator,Content Arcade Apps,4.3,248000,10000000,yes,no,>3 years,Arts&design,4.4123,"('urdu designer', 356), ('logo maker', 171), ('graphic design',117), ('full version', 85), ('user friendly', 71), ('digital art', 69),  ('floor plan', 59), ('pro version', 56), ('poster maker', 45), ('paint bucket', 44), ('color palette', 40), ('brand maker', 40), ('sketchbook pro', 39), ('visual master', 36),  ('logo design', 35), ('picture color', 31), ('sludge tool', 26), ('text tool', 27), ('photo editing', 23), ('adobe express', 23), ('professional logo', 22), ('text art', 21), ('canvas lynch', 19), ('home design', 19), ('infinite canvas', 17), ('picture premium', 17), ('beautiful template', 14), ('intuitive interface', 14), ('house plan', 12), ('free version', 12), ('business logo', 10), ('premium version', 10), ('layer mask', 9), ('coral draw', 8), ('ibis paint', 8), ('ios version', 6), ('flyer maker', 6), ('write poetry', 5),  ('vector base', 4), ('flipaclip share', 4), ('text editor', 4), ('magic erase', 2), ('word express', 2)"
6,Floor Plan Creator,Marcin Lewandowski,4.2,107000,10000000,yes,no,>3 years,Arts&design,4.2619,"('urdu designer', 356), ('logo maker', 171), ('graphic design',117), ('full version', 85), ('user friendly', 71), ('digital art', 69),  ('floor plan', 59), ('pro version', 56), ('poster maker', 45), ('paint bucket', 44), ('color palette', 40), ('brand maker', 40), ('sketchbook pro', 39), ('visual master', 36),  ('logo design', 35), ('picture color', 31), ('sludge tool', 26), ('text tool', 27), ('photo editing', 23), ('adobe express', 23), ('professional logo', 22), ('text art', 21), ('canvas lynch', 19), ('home design', 19), ('infinite canvas', 17), ('picture premium', 17), ('beautiful template', 14), ('intuitive interface', 14), ('house plan', 12), ('free version', 12), ('business logo', 10), ('premium version', 10), ('layer mask', 9), ('coral draw', 8), ('ibis paint', 8), ('ios version', 6), ('flyer maker', 6), ('write poetry', 5),  ('vector base', 4), ('flipaclip share', 4), ('text editor', 4), ('magic erase', 2), ('word express', 2)"
7,"Canva: Design, Photo & Video",Canva,4.8,9850000,100000000,no,no,>3 years,Arts&design,4.4451,"('urdu designer', 356), ('logo maker', 171), ('graphic design',117), ('full version', 85), ('user friendly', 71), ('digital art', 69),  ('floor plan', 59), ('pro version', 56), ('poster maker', 45), ('paint bucket', 44), ('color palette', 40), ('brand maker', 40), ('sketchbook pro', 39), ('visual master', 36),  ('logo design', 35), ('picture color', 31), ('sludge tool', 26), ('text tool', 27), ('photo editing', 23), ('adobe express', 23), ('professional logo', 22), ('text art', 21), ('canvas lynch', 19), ('home design', 19), ('infinite canvas', 17), ('picture premium', 17), ('beautiful template', 14), ('intuitive interface', 14), ('house plan', 12), ('free version', 12), ('business logo', 10), ('premium version', 10), ('layer mask', 9), ('coral draw', 8), ('ibis paint', 8), ('ios version', 6), ('flyer maker', 6), ('write poetry', 5),  ('vector base', 4), ('flipaclip share', 4), ('text editor', 4), ('magic erase', 2), ('word express', 2)"
8,Adobe Express: Graphic Design,Adobe,4.6,126000,10000000,no,no,>3 years,Arts&design,4.2332,"('urdu designer', 356), ('logo maker', 171), ('graphic design',117), ('full version', 85), ('user friendly', 71), ('digital art', 69),  ('floor plan', 59), ('pro version', 56), ('poster maker', 45), ('paint bucket', 44), ('color palette', 40), ('brand maker', 40), ('sketchbook pro', 39), ('visual master', 36),  ('logo design', 35), ('picture color', 31), ('sludge tool', 26), ('text tool', 27), ('photo editing', 23), ('adobe express', 23), ('professional logo', 22), ('text art', 21), ('canvas lynch', 19), ('home design', 19), ('infinite canvas', 17), ('picture premium', 17), ('beautiful template', 14), ('intuitive interface', 14), ('house plan', 12), ('free version', 12), ('business logo', 10), ('premium version', 10), ('layer mask', 9), ('coral draw', 8), ('ibis paint', 8), ('ios version', 6), ('flyer maker', 6), ('write poetry', 5),  ('vector base', 4), ('flipaclip share', 4), ('text editor', 4), ('magic erase', 2), ('word express', 2)"
9,Sketchbook,Sketchbook,4.2,466000,50000000,no,yes,>3 years,Arts&design,4.0198,"('urdu designer', 356), ('logo maker', 171), ('graphic design',117), ('full version', 85), ('user friendly', 71), ('digital art', 69),  ('floor plan', 59), ('pro version', 56), ('poster maker', 45), ('paint bucket', 44), ('color palette', 40), ('brand maker', 40), ('sketchbook pro', 39), ('visual master', 36),  ('logo design', 35), ('picture color', 31), ('sludge tool', 26), ('text tool', 27), ('photo editing', 23), ('adobe express', 23), ('professional logo', 22), ('text art', 21), ('canvas lynch', 19), ('home design', 19), ('infinite canvas', 17), ('picture premium', 17), ('beautiful template', 14), ('intuitive interface', 14), ('house plan', 12), ('free version', 12), ('business logo', 10), ('premium version', 10), ('layer mask', 9), ('coral draw', 8), ('ibis paint', 8), ('ios version', 6), ('flyer maker', 6), ('write poetry', 5),  ('vector base', 4), ('flipaclip share', 4), ('text editor', 4), ('magic erase', 2), ('word express', 2)"
10,Pixelcut,Circular. LLC,4.5,33000,1000000,no,no,>3 years,Arts&design,4.2209,"('urdu designer', 356), ('logo maker', 171), ('graphic design',117), ('full version', 85), ('user friendly', 71), ('digital art', 69),  ('floor plan', 59), ('pro version', 56), ('poster maker', 45), ('paint bucket', 44), ('color palette', 40), ('brand maker', 40), ('sketchbook pro', 39), ('visual master', 36),  ('logo design', 35), ('picture color', 31), ('sludge tool', 26), ('text tool', 27), ('photo editing', 23), ('adobe express', 23), ('professional logo', 22), ('text art', 21), ('canvas lynch', 19), ('home design', 19), ('infinite canvas', 17), ('picture premium', 17), ('beautiful template', 14), ('intuitive interface', 14), ('house plan', 12), ('free version', 12), ('business logo', 10), ('premium version', 10), ('layer mask', 9), ('coral draw', 8), ('ibis paint', 8), ('ios version', 6), ('flyer maker', 6), ('write poetry', 5),  ('vector base', 4), ('flipaclip share', 4), ('text editor', 4), ('magic erase', 2), ('word express', 2)"
11,Spectrum: Music Visualizer,Y.Mochiduki,2.8,4460,1000000,yes,no,>3 years,Arts&design,2.7581,"('urdu designer', 356), ('logo maker', 171), ('graphic design',117), ('full version', 85), ('user friendly', 71), ('digital art', 69),  ('floor plan', 59), ('pro version', 56), ('poster maker', 45), ('paint bucket', 44), ('color palette', 40), ('brand maker', 40), ('sketchbook pro', 39), ('visual master', 36),  ('logo design', 35), ('picture color', 31), ('sludge tool', 26), ('text tool', 27), ('photo editing', 23), ('adobe express', 23), ('professional logo', 22), ('text art', 21), ('canvas lynch', 19), ('home design', 19), ('infinite canvas', 17), ('picture premium', 17), ('beautiful template', 14), ('intuitive interface', 14), ('house plan', 12), ('free version', 12), ('business logo', 10), ('premium version', 10), ('layer mask', 9), ('coral draw', 8), ('ibis paint', 8), ('ios version', 6), ('flyer maker', 6), ('write poetry', 5),  ('vector base', 4), ('flipaclip share', 4), ('text editor', 4), ('magic erase', 2), ('word express', 2)"
12,"Concepts: Sketch, Note, Draw","TopHatch,  Inc.",4.3,11700,1000000,no,yes,>3 years,Arts&design,3.8194,"('urdu designer', 356), ('logo maker', 171), ('graphic design',117), ('full version', 85), ('user friendly', 71), ('digital art', 69),  ('floor plan', 59), ('pro version', 56), ('poster maker', 45), ('paint bucket', 44), ('color palette', 40), ('brand maker', 40), ('sketchbook pro', 39), ('visual master', 36),  ('logo design', 35), ('picture color', 31), ('sludge tool', 26), ('text tool', 27), ('photo editing', 23), ('adobe express', 23), ('professional logo', 22), ('text art', 21), ('canvas lynch', 19), ('home design', 19), ('infinite canvas', 17), ('picture premium', 17), ('beautiful template', 14), ('intuitive interface', 14), ('house plan', 12), ('free version', 12), ('business logo', 10), ('premium version', 10), ('layer mask', 9), ('coral draw', 8), ('ibis paint', 8), ('ios version', 6), ('flyer maker', 6), ('write poetry', 5),  ('vector base', 4), ('flipaclip share', 4), ('text editor', 4), ('magic erase', 2), ('word express', 2)"
13,Recolor - Adult coloring book,Recolor,3.6,82500,10000000,yes,yes,>7 years,Arts&design,3.8206,"('urdu designer', 356), ('logo maker', 171), ('graphic design',117), ('full version', 85), ('user friendly', 71), ('digital art', 69),  ('floor plan', 59), ('pro version', 56), ('poster maker', 45), ('paint bucket', 44), ('color palette', 40), ('brand maker', 40), ('sketchbook pro', 39), ('visual master', 36),  ('logo design', 35), ('picture color', 31), ('sludge tool', 26), ('text tool', 27), ('photo editing', 23), ('adobe express', 23), ('professional logo', 22), ('text art', 21), ('canvas lynch', 19), ('home design', 19), ('infinite canvas', 17), ('picture premium', 17), ('beautiful template', 14), ('intuitive interface', 14), ('house plan', 12), ('free version', 12), ('business logo', 10), ('premium version', 10), ('layer mask', 9), ('coral draw', 8), ('ibis paint', 8), ('ios version', 6), ('flyer maker', 6), ('write poetry', 5),  ('vector base', 4), ('flipaclip share', 4), ('text editor', 4), ('magic erase', 2), ('word express', 2)"
14,Infinite Painter,Infinite Studio LLC,4,112000,10000000,no,no,>3 years,Arts&design,3.7481,"('urdu designer', 356), ('logo maker', 171), ('graphic design',117), ('full version', 85), ('user friendly', 71), ('digital art', 69),  ('floor plan', 59), ('pro version', 56), ('poster maker', 45), ('paint bucket', 44), ('color palette', 40), ('brand maker', 40), ('sketchbook pro', 39), ('visual master', 36),  ('logo design', 35), ('picture color', 31), ('sludge tool', 26), ('text tool', 27), ('photo editing', 23), ('adobe express', 23), ('professional logo', 22), ('text art', 21), ('canvas lynch', 19), ('home design', 19), ('infinite canvas', 17), ('picture premium', 17), ('beautiful template', 14), ('intuitive interface', 14), ('house plan', 12), ('free version', 12), ('business logo', 10), ('premium version', 10), ('layer mask', 9), ('coral draw', 8), ('ibis paint', 8), ('ios version', 6), ('flyer maker', 6), ('write poetry', 5),  ('vector base', 4), ('flipaclip share', 4), ('text editor', 4), ('magic erase', 2), ('word express', 2)"
15,ArtFlow,ArtFlow Studio,3.7,20000,1000000,yes,yes,>3 years,Arts&design,3.9401,"('urdu designer', 356), ('logo maker', 171), ('graphic design',117), ('full version', 85), ('user friendly', 71), ('digital art', 69),  ('floor plan', 59), ('pro version', 56), ('poster maker', 45), ('paint bucket', 44), ('color palette', 40), ('brand maker', 40), ('sketchbook pro', 39), ('visual master', 36),  ('logo design', 35), ('picture color', 31), ('sludge tool', 26), ('text tool', 27), ('photo editing', 23), ('adobe express', 23), ('professional logo', 22), ('text art', 21), ('canvas lynch', 19), ('home design', 19), ('infinite canvas', 17), ('picture premium', 17), ('beautiful template', 14), ('intuitive interface', 14), ('house plan', 12), ('free version', 12), ('business logo', 10), ('premium version', 10), ('layer mask', 9), ('coral draw', 8), ('ibis paint', 8), ('ios version', 6), ('flyer maker', 6), ('write poetry', 5),  ('vector base', 4), ('flipaclip share', 4), ('text editor', 4), ('magic erase', 2), ('word express', 2)"
16,FlipaClip - Create 2D Animation,Visual Blasters LLC,4.5,583000,10000000,yes,yes,>3 years,Arts&design,4.1689,"('urdu designer', 356), ('logo maker', 171), ('graphic design',117), ('full version', 85), ('user friendly', 71), ('digital art', 69),  ('floor plan', 59), ('pro version', 56), ('poster maker', 45), ('paint bucket', 44), ('color palette', 40), ('brand maker', 40), ('sketchbook pro', 39), ('visual master', 36),  ('logo design', 35), ('picture color', 31), ('sludge tool', 26), ('text tool', 27), ('photo editing', 23), ('adobe express', 23), ('professional logo', 22), ('text art', 21), ('canvas lynch', 19), ('home design', 19), ('infinite canvas', 17), ('picture premium', 17), ('beautiful template', 14), ('intuitive interface', 14), ('house plan', 12), ('free version', 12), ('business logo', 10), ('premium version', 10), ('layer mask', 9), ('coral draw', 8), ('ibis paint', 8), ('ios version', 6), ('flyer maker', 6), ('write poetry', 5),  ('vector base', 4), ('flipaclip share', 4), ('text editor', 4), ('magic erase', 2), ('word express', 2)"
17,Obd Mary - OBD2 car scanner,Technodrive,4.5,70700,1000000,yes,no,>3 years,Auto&Vehicles,4.6047,"('engine light', 253), ('pass test', 160), ('user friendly', 120), ('pro version', 105), ('vehicle health', 87), ('live datum', 86), ('cdl permit', 79), ('car scanner', 77), ('diagnostic tool', 77), ('full version', 75),  ('fuel consumption', 51), ('carly adapter', 51), ('code bmw', 44), ('bluetooth adapter', 43), ('car expense', 38), ('car radio', 36), ('vin decoder', 36), ('torque pro', 36), ('customer service', 33), ('micro mechanic', 29), ('find sensor', 27), ('car history', 27), ('code work', 26), ('wifi adapter', 25), ('car charger', 21), ('wiring diagram', 20), ('gas station', 17), ('device plug', 15), ('driving test', 15), ('track mileage', 14), ('simple interface', 14), ('serial number', 11), ('elm scanner', 11), ('device life', 11), ('bimmercode support', 10), ('car finder', 10), ('car maintenance', 8), ('accurate display', 7), ('genie pass', 7), ('vin number', 6), ('low voltage', 6), ('bit kit', 5), ('gauge work', 4), ('transmission temperature', 4), ('customizable dashboard', 4), ('mirror work', 3), ('redlink mx', 3), ('auto electrician', 3), ('fly colour', 3), ('professionally craft', 2), ('load stick', 2), ('driver license', 2), ('grand prix', 2), ('update map', 2), ('proper gear', 2)"
18,VIN Decoder - Car History Check,carVertical OÜ,4.3,1730,100000,no,no,>3 years,Auto&Vehicles,4.5916,"('engine light', 253), ('pass test', 160), ('user friendly', 120), ('pro version', 105), ('vehicle health', 87), ('live datum', 86), ('cdl permit', 79), ('car scanner', 77), ('diagnostic tool', 77), ('full version', 75),  ('fuel consumption', 51), ('carly adapter', 51), ('code bmw', 44), ('bluetooth adapter', 43), ('car expense', 38), ('car radio', 36), ('vin decoder', 36), ('torque pro', 36), ('customer service', 33), ('micro mechanic', 29), ('find sensor', 27), ('car history', 27), ('code work', 26), ('wifi adapter', 25), ('car charger', 21), ('wiring diagram', 20), ('gas station', 17), ('device plug', 15), ('driving test', 15), ('track mileage', 14), ('simple interface', 14), ('serial number', 11), ('elm scanner', 11), ('device life', 11), ('bimmercode support', 10), ('car finder', 10), ('car maintenance', 8), ('accurate display', 7), ('genie pass', 7), ('vin number', 6), ('low voltage', 6), ('bit kit', 5), ('gauge work', 4), ('transmission temperature', 4), ('customizable dashboard', 4), ('mirror work', 3), ('redlink mx', 3), ('auto electrician', 3), ('fly colour', 3), ('professionally craft', 2), ('load stick', 2), ('driver license', 2), ('grand prix', 2), ('update map', 2), ('proper gear', 2)"
19,Carmin,Min Junior,4.3,10500,1000000,yes,no,>3 years,Auto&Vehicles,4.4383,"('engine light', 253), ('pass test', 160), ('user friendly', 120), ('pro version', 105), ('vehicle health', 87), ('live datum', 86), ('cdl permit', 79), ('car scanner', 77), ('diagnostic tool', 77), ('full version', 75),  ('fuel consumption', 51), ('carly adapter', 51), ('code bmw', 44), ('bluetooth adapter', 43), ('car expense', 38), ('car radio', 36), ('vin decoder', 36), ('torque pro', 36), ('customer service', 33), ('micro mechanic', 29), ('find sensor', 27), ('car history', 27), ('code work', 26), ('wifi adapter', 25), ('car charger', 21), ('wiring diagram', 20), ('gas station', 17), ('device plug', 15), ('driving test', 15), ('track mileage', 14), ('simple interface', 14), ('serial number', 11), ('elm scanner', 11), ('device life', 11), ('bimmercode support', 10), ('car finder', 10), ('car maintenance', 8), ('accurate display', 7), ('genie pass', 7), ('vin number', 6), ('low voltage', 6), ('bit kit', 5), ('gauge work', 4), ('transmission temperature', 4), ('customizable dashboard', 4), ('mirror work', 3), ('redlink mx', 3), ('auto electrician', 3), ('fly colour', 3), ('professionally craft', 2), ('load stick', 2), ('driver license', 2), ('grand prix', 2), ('update map', 2), ('proper gear', 2)"
20,Car Scanner ELM OBD2,OvZ,4.6,176000,168000,yes,no,>3 years,Auto&Vehicles,4.6029,"('engine light', 253), ('pass test', 160), ('user friendly', 120), ('pro version', 105), ('vehicle health', 87), ('live datum', 86), ('cdl permit', 79), ('car scanner', 77), ('diagnostic tool', 77), ('full version', 75),  ('fuel consumption', 51), ('carly adapter', 51), ('code bmw', 44), ('bluetooth adapter', 43), ('car expense', 38), ('car radio', 36), ('vin decoder', 36), ('torque pro', 36), ('customer service', 33), ('micro mechanic', 29), ('find sensor', 27), ('car history', 27), ('code work', 26), ('wifi adapter', 25), ('car charger', 21), ('wiring diagram', 20), ('gas station', 17), ('device plug', 15), ('driving test', 15), ('track mileage', 14), ('simple interface', 14), ('serial number', 11), ('elm scanner', 11), ('device life', 11), ('bimmercode support', 10), ('car finder', 10), ('car maintenance', 8), ('accurate display', 7), ('genie pass', 7), ('vin number', 6), ('low voltage', 6), ('bit kit', 5), ('gauge work', 4), ('transmission temperature', 4), ('customizable dashboard', 4), ('mirror work', 3), ('redlink mx', 3), ('auto electrician', 3), ('fly colour', 3), ('professionally craft', 2), ('load stick', 2), ('driver license', 2), ('grand prix', 2), ('update map', 2), ('proper gear', 2)"
21,ZUS - Save Car Expenses,No NDA Inc,4.4,10800,100000,no,no,>3 years,Auto&Vehicles,3.7745,"('engine light', 253), ('pass test', 160), ('user friendly', 120), ('pro version', 105), ('vehicle health', 87), ('live datum', 86), ('cdl permit', 79), ('car scanner', 77), ('diagnostic tool', 77), ('full version', 75),  ('fuel consumption', 51), ('carly adapter', 51), ('code bmw', 44), ('bluetooth adapter', 43), ('car expense', 38), ('car radio', 36), ('vin decoder', 36), ('torque pro', 36), ('customer service', 33), ('micro mechanic', 29), ('find sensor', 27), ('car history', 27), ('code work', 26), ('wifi adapter', 25), ('car charger', 21), ('wiring diagram', 20), ('gas station', 17), ('device plug', 15), ('driving test', 15), ('track mileage', 14), ('simple interface', 14), ('serial number', 11), ('elm scanner', 11), ('device life', 11), ('bimmercode support', 10), ('car finder', 10), ('car maintenance', 8), ('accurate display', 7), ('genie pass', 7), ('vin number', 6), ('low voltage', 6), ('bit kit', 5), ('gauge work', 4), ('transmission temperature', 4), ('customizable dashboard', 4), ('mirror work', 3), ('redlink mx', 3), ('auto electrician', 3), ('fly colour', 3), ('professionally craft', 2), ('load stick', 2), ('driver license', 2), ('grand prix', 2), ('update map', 2), ('proper gear', 2)"
22,Drivvo - Car Management,Drivvo,4.6,93500,1000000,yes,no,>3 years,Auto&Vehicles,4.4523,"('engine light', 253), ('pass test', 160), ('user friendly', 120), ('pro version', 105), ('vehicle health', 87), ('live datum', 86), ('cdl permit', 79), ('car scanner', 77), ('diagnostic tool', 77), ('full version', 75),  ('fuel consumption', 51), ('carly adapter', 51), ('code bmw', 44), ('bluetooth adapter', 43), ('car expense', 38), ('car radio', 36), ('vin decoder', 36), ('torque pro', 36), ('customer service', 33), ('micro mechanic', 29), ('find sensor', 27), ('car history', 27), ('code work', 26), ('wifi adapter', 25), ('car charger', 21), ('wiring diagram', 20), ('gas station', 17), ('device plug', 15), ('driving test', 15), ('track mileage', 14), ('simple interface', 14), ('serial number', 11), ('elm scanner', 11), ('device life', 11), ('bimmercode support', 10), ('car finder', 10), ('car maintenance', 8), ('accurate display', 7), ('genie pass', 7), ('vin number', 6), ('low voltage', 6), ('bit kit', 5), ('gauge work', 4), ('transmission temperature', 4), ('customizable dashboard', 4), ('mirror work', 3), ('redlink mx', 3), ('auto electrician', 3), ('fly colour', 3), ('professionally craft', 2), ('load stick', 2), ('driver license', 2), ('grand prix', 2), ('update map', 2), ('proper gear', 2)"
23,G1 Test Genie Drivers Practice,Elegant E-Learning,4.7,6950,100000,yes,no,>3 years,Auto&Vehicles,4.7812,"('engine light', 253), ('pass test', 160), ('user friendly', 120), ('pro version', 105), ('vehicle health', 87), ('live datum', 86), ('cdl permit', 79), ('car scanner', 77), ('diagnostic tool', 77), ('full version', 75),  ('fuel consumption', 51), ('carly adapter', 51), ('code bmw', 44), ('bluetooth adapter', 43), ('car expense', 38), ('car radio', 36), ('vin decoder', 36), ('torque pro', 36), ('customer service', 33), ('micro mechanic', 29), ('find sensor', 27), ('car history', 27), ('code work', 26), ('wifi adapter', 25), ('car charger', 21), ('wiring diagram', 20), ('gas station', 17), ('device plug', 15), ('driving test', 15), ('track mileage', 14), ('simple interface', 14), ('serial number', 11), ('elm scanner', 11), ('device life', 11), ('bimmercode support', 10), ('car finder', 10), ('car maintenance', 8), ('accurate display', 7), ('genie pass', 7), ('vin number', 6), ('low voltage', 6), ('bit kit', 5), ('gauge work', 4), ('transmission temperature', 4), ('customizable dashboard', 4), ('mirror work', 3), ('redlink mx', 3), ('auto electrician', 3), ('fly colour', 3), ('professionally craft', 2), ('load stick', 2), ('driver license', 2), ('grand prix', 2), ('update map', 2), ('proper gear', 2)"
24,FIXD - VEHICLE HEALTH MONITOR,FIXD,4.3,19300,1000000,no,no,>3 years,Auto&Vehicles,4.1242,"('engine light', 253), ('pass test', 160), ('user friendly', 120), ('pro version', 105), ('vehicle health', 87), ('live datum', 86), ('cdl permit', 79), ('car scanner', 77), ('diagnostic tool', 77), ('full version', 75),  ('fuel consumption', 51), ('carly adapter', 51), ('code bmw', 44), ('bluetooth adapter', 43), ('car expense', 38), ('car radio', 36), ('vin decoder', 36), ('torque pro', 36), ('customer service', 33), ('micro mechanic', 29), ('find sensor', 27), ('car history', 27), ('code work', 26), ('wifi adapter', 25), ('car charger', 21), ('wiring diagram', 20), ('gas station', 17), ('device plug', 15), ('driving test', 15), ('track mileage', 14), ('simple interface', 14), ('serial number', 11), ('elm scanner', 11), ('device life', 11), ('bimmercode support', 10), ('car finder', 10), ('car maintenance', 8), ('accurate display', 7), ('genie pass', 7), ('vin number', 6), ('low voltage', 6), ('bit kit', 5), ('gauge work', 4), ('transmission temperature', 4), ('customizable dashboard', 4), ('mirror work', 3), ('redlink mx', 3), ('auto electrician', 3), ('fly colour', 3), ('professionally craft', 2), ('load stick', 2), ('driver license', 2), ('grand prix', 2), ('update map', 2), ('proper gear', 2)"
25,DMV Practice Test Genie 2022,Elegant E-Learning,4.8,31000,1000000,yes,no,>3 years,Auto&Vehicles,4.7889,"('engine light', 253), ('pass test', 160), ('user friendly', 120), ('pro version', 105), ('vehicle health', 87), ('live datum', 86), ('cdl permit', 79), ('car scanner', 77), ('diagnostic tool', 77), ('full version', 75),  ('fuel consumption', 51), ('carly adapter', 51), ('code bmw', 44), ('bluetooth adapter', 43), ('car expense', 38), ('car radio', 36), ('vin decoder', 36), ('torque pro', 36), ('customer service', 33), ('micro mechanic', 29), ('find sensor', 27), ('car history', 27), ('code work', 26), ('wifi adapter', 25), ('car charger', 21), ('wiring diagram', 20), ('gas station', 17), ('device plug', 15), ('driving test', 15), ('track mileage', 14), ('simple interface', 14), ('serial number', 11), ('elm scanner', 11), ('device life', 11), ('bimmercode support', 10), ('car finder', 10), ('car maintenance', 8), ('accurate display', 7), ('genie pass', 7), ('vin number', 6), ('low voltage', 6), ('bit kit', 5), ('gauge work', 4), ('transmission temperature', 4), ('customizable dashboard', 4), ('mirror work', 3), ('redlink mx', 3), ('auto electrician', 3), ('fly colour', 3), ('professionally craft', 2), ('load stick', 2), ('driver license', 2), ('grand prix', 2), ('update map', 2), ('proper gear', 2)"
